id;bpmProcessId;caseGroupId;caseTypeId;storeId;createDate;createdBy;modifyDate;modifiedBy;endDate;dueDate;status;parameter1;parameter2;parameter3;parameter4;parameter5;parameter6;parameter7;parameter8;parameter9;parameter10;parameter11;parameter12;parameter13;parameter14;parameter15;previousVersionId
POLISA3.4174;10402;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4175;10403;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4176;10404;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4177;10405;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4178;10406;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4179;10407;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4180;10408;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4181;10409;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4182;10410;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4183;10411;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4184;10412;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;05.sty;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4185;10413;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;07.lut;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4186;10414;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4187;10415;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.4188;10416;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4189;10417;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4190;10418;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4191;10419;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4192;10420;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4193;10421;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4194;10422;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4195;10423;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4196;10424;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4197;10425;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4198;10426;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4199;10427;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4200;10428;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4201;10429;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4202;10430;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;05.sty;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4203;10431;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;07.lut;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4204;10432;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4205;10433;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.4206;10434;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4207;10435;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4208;10436;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4209;10437;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4210;10438;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4211;10439;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4212;10440;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4213;10441;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4214;10442;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4215;10443;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4216;10444;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4217;10445;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4218;10446;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4219;10447;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4220;10448;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;05.sty;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4221;10449;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;07.lut;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4222;10450;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4223;10451;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.4224;10452;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4225;10453;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4226;10454;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4227;10455;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4228;10456;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4229;10457;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4230;10458;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4231;10459;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4232;10460;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4233;10461;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4234;10462;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4235;10463;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4236;10464;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4237;10465;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4238;10466;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;05.sty;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4239;10467;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;07.lut;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4240;10468;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4241;10469;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.4242;10470;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4243;10471;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4244;10472;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4245;10473;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4246;10474;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4247;10475;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4248;10476;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4249;10477;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4250;10478;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4251;10479;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4252;10480;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4253;10481;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4254;10482;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4255;10483;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4256;10484;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;05.sty;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4257;10485;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;07.lut;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4258;10486;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4259;10487;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.4260;10488;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4261;10489;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4262;10490;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4263;10491;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4264;10492;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4265;10493;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4266;10494;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4267;10495;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4268;10496;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4269;10497;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4270;10498;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4271;10499;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4272;10500;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4273;10501;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4274;10502;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;05.sty;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4275;10503;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;07.lut;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4276;10504;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4277;10505;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.4278;10506;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4279;10507;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4280;10508;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4281;10509;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4282;10510;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4283;10511;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4284;10512;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4285;10513;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4286;10514;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4287;10515;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4288;10516;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4289;10517;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4290;10518;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4291;10519;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4292;10520;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;05.sty;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4293;10521;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;07.lut;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4294;10522;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4295;10523;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.4296;10524;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4297;10525;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4298;10526;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4299;10527;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4300;10528;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4301;10529;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4302;10530;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4303;10531;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4304;10532;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4305;10533;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4306;10534;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4307;10535;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4308;10536;7;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4309;10537;1;2;2;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4310;10538;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;05.sty;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4311;10539;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;07.lut;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4312;10540;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA_LIST_DOK.4313;10541;1;6;4;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;12.mar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA1.4314;10542;1;1;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4315;10543;1;2;2;01.01.2014;2;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA2.4316;10544;1;2;2;01.01.2014;1;13.02.2014;1;13.04.2014;12.06.2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4317;10545;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4318;10546;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
POLISA3.4319;10547;1;3;3;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4320;10548;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4321;10549;1;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
AGENT1.4322;10550;2;4;1;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4323;10551;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
KLIENT1.4324;10552;1;5;5;01.01.2014;1;13.02.2014;2;13.04.2014;12.06.2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
