id;bpmProcessId;caseGroupId;caseTypeId;storeId;createDate;createdBy;modifyDate;modifiedBy;endDate;dueDate;status;parameter1;parameter2;parameter3;parameter4;parameter5;parameter6;parameter7;parameter8;parameter9;parameter10;parameter11;parameter12;parameter13;parameter14;parameter15
1215;11115;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1216;11116;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1217;11117;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1218;11118;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1219;11119;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1220;11120;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1221;11121;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1222;11122;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1223;11123;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1224;11124;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1225;11125;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1226;11126;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1227;11127;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1228;11128;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1229;11129;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1230;11130;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1231;11131;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1232;11132;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1233;11133;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1234;11134;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1235;11135;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1236;11136;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1237;11137;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1238;11138;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1239;11139;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1240;11140;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1241;11141;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1242;11142;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1243;11143;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1244;11144;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1245;11145;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1246;11146;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1247;11147;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1248;11148;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1249;11149;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1250;11150;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1251;11151;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1252;11152;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1253;11153;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1254;11154;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1255;11155;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1256;11156;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1257;11157;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1258;11158;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1259;11159;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1260;11160;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1261;11161;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1262;11162;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1263;11163;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1264;11164;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1265;11165;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1266;11166;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1267;11167;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1268;11168;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1269;11169;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1270;11170;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1271;11171;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1272;11172;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1273;11173;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1274;11174;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1275;11175;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1276;11176;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1277;11177;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1278;11178;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1279;11179;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1280;11180;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1281;11181;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1282;11182;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1283;11183;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1284;11184;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1285;11185;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1286;11186;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1287;11187;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1288;11188;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1289;11189;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1290;11190;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1291;11191;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1292;11192;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1293;11193;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1294;11194;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1295;11195;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1296;11196;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1297;11197;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1298;11198;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1299;11199;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1300;11200;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1301;11201;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1302;11202;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1303;11203;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1304;11204;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1305;11205;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1306;11206;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1307;11207;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1308;11208;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1309;11209;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1310;11210;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1311;11211;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1312;11212;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1313;11213;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1314;11214;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1315;11215;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1316;11216;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1317;11217;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1318;11218;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1319;11219;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1320;11220;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1321;11221;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1322;11222;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1323;11223;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1324;11224;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1325;11225;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1326;11226;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1327;11227;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1328;11228;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1329;11229;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1330;11230;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1331;11231;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1332;11232;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1333;11233;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1334;11234;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1335;11235;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1336;11236;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1337;11237;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1338;11238;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1339;11239;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1340;11240;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1341;11241;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1342;11242;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1343;11243;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1344;11244;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1345;11245;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1346;11246;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1347;11247;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1348;11248;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1349;11249;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1350;11250;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1351;11251;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1352;11252;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1353;11253;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1354;11254;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1355;11255;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1356;11256;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1357;11257;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1358;11258;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1359;11259;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1360;11260;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1361;11261;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1362;11262;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1363;11263;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1364;11264;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1365;11265;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1366;11266;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1367;11267;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1368;11268;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam1;Zam21;null;null;null;null;null;null;null;null;null;null;null;null
1369;11269;1;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null
1370;11270;2;4;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null
1371;11271;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1372;11272;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1373;11273;1;5;5;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Zam3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1374;11274;7;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak1;null;null;null;null;null;null;null;null;null;null;null;null;null
1375;11275;1;2;2;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski4;Nowak2;null;null;null;null;null;null;null;null;null;null;null;null;null
1376;11276;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;5.01;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1377;11277;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;7.02;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1378;11278;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1379;11279;1;6;4;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;12.3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
1380;11280;1;1;1;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;Nowak;OC;OC;null;null;null;null;null;null;null;null;null;null;null
1381;11281;1;2;2;01-01-2014;2;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski2;Nowak2;NW;NW;null;null;null;null;null;null;null;null;null;null;null
1382;11282;1;2;2;01-01-2014;1;13-02-2014;1;13-04-2014;12-06-2014;A;Kowalski3;Nowak3;OC;NW;null;null;null;null;null;null;null;null;null;null;null
1383;11283;1;3;3;01-01-2014;1;13-02-2014;2;13-04-2014;12-06-2014;A;Kowalski;null;null;null;null;null;null;null;null;null;null;null;null;null;null
